SMILES
c1n[nH]cc1-c1cnoc1
c1nc(-c2cn[nH]c2)cs1
c1nc(-c2cn[nH]c2)no1
N#Cc1cncnc1-c1cn[nH]c1
N#Cc1ccccc1-c1cn[nH]c1
c1cc2[nH]c(-c3cn[nH]c3)cc2cn1
c1cnc2cc(-c3cn[nH]c3)ccc2n1
c1cnc2cc(-c3cn[nH]c3)cnc2c1
c1cnc2ncc(-c3cn[nH]c3)cc2c1
c1cnc2nc(-c3cn[nH]c3)cnc2n1
c1ccc2oc(-c3cn[nH]c3)nc2c1
O=C1C=CC(=O)c2cc(-c3cn[nH]c3)ccc21
O=c1cc[nH]c2cc(-c3cn[nH]c3)ccc12
O=C1NC(=O)c2cc(-c3cn[nH]c3)ccc21
c1cc2[nH]nnc2cc1-c1cn[nH]c1
c1cnc(-c2ccc(-c3cn[nH]c3)cc2)cn1
c1ccc(-c2ccc(-c3cn[nH]c3)cn2)nc1
c1cc2[nH]c3cc(-c4cn[nH]c4)ncc3c2cn1
c1cnc2[nH]c3cc(-c4cn[nH]c4)ccc3c2c1
c1ccc2c(c1)sc1cc(-c3cn[nH]c3)ccc12
c1cnnc(-c2cnoc2)c1
c1cnnc(-c2cscn2)c1
c1cnnc(-c2ncon2)c1
N#Cc1cncnc1-c1cccnn1
N#Cc1ccccc1-c1cccnn1
c1cnnc(-c2cc3cnccc3[nH]2)c1
c1cnnc(-c2ccc3nccnc3c2)c1
c1cnnc(-c2cnc3cccnc3c2)c1
c1cnnc(-c2cnc3ncccc3c2)c1
c1cnnc(-c2cnc3nccnc3n2)c1
c1cnnc(-c2nc3ccccc3o2)c1
O=C1C=CC(=O)c2cc(-c3cccnn3)ccc21
O=c1cc[nH]c2cc(-c3cccnn3)ccc12
O=C1NC(=O)c2cc(-c3cccnn3)ccc21
c1cnnc(-c2ccc3[nH]nnc3c2)c1
c1cnnc(-c2ccc(-c3cnccn3)cc2)c1
c1ccc(-c2ccc(-c3cccnn3)cn2)nc1
c1cnnc(-c2cc3[nH]c4ccncc4c3cn2)c1
c1cnnc(-c2ccc3c(c2)[nH]c2ncccc23)c1
c1cnnc(-c2ccc3c(c2)sc2ccccc23)c1
Nc1ccccc1-c1cnoc1
Nc1ccccc1-c1cscn1
Nc1ccccc1-c1ncon1
N#Cc1cncnc1-c1ccccc1N
N#Cc1ccccc1-c1ccccc1N
Nc1ccccc1-c1cc2cnccc2[nH]1
Nc1ccccc1-c1ccc2nccnc2c1
